section_number,title,description,chapter,chapter_title,keywords,text_length
131,Duty of the driver to take certain precautions at unguarded railway level crossing,"Every driver of a motor vehicle at the approach of any unguarded railway level crossing shall cause the vehicle to stop and the driver of the vehicle shall cause the conductor or cleaner or attendant or any other person in the vehicle to walk up to the level crossing and ensure that no train or trolley is approaching from either side and then pilot the motor vehicle across such level crossing, and where no conductor or cleaner or attendant or any other person is available in the vehicle, the dri...",6,Special Provisions,"every, driver, level, certain, crossing, duty, take, precautions, unguarded, railway",662
132,Duty of driver to stop in certain cases,"(1) The driver of a motor vehicle shall cause the vehicle to stop and remain stationary so long as 1[may for such reasonable time as may be necessary, but not exceeding twenty-four hours]-- 2[(a) when required to do so by any police officer not below the rank of a Sub-Inspector in uniform, in the event of the vehicle being involved in the occurrence of an accident to a person, animal or vehicle or of damage to property, or] (b) when required to do so by any person in charge of an animal if such ...",6,Special Provisions,"animal, stop, driver, certain, inspector, duty, cases",1161
133,Duty of owner of motor vehicle to give information,"The owner of a motor vehicle, the driver or conductor of which is accused of any offence under this Act shall, on the demand of any police officer authorised in this behalf by the State Government, give all information regarding the name and address of, and the licence held by, the driver or conductor which is in his possession or could by reasonable diligence be ascertained by him.",6,Special Provisions,"owner, duty, information, motor, give, state government, vehicle",385
134,Duty of driver in case of accident and injury to a person,"When any person is injured or any property of a third party is damaged, as a result of an accident in which a motor vehicle is involved, the driver of the vehicle or other person in charge of the vehicle shall-- (a) unless it is not practicable to do so on account of mob fury or any other reason beyond his control, take all reasonable steps to secure medical attention for the injured person, 1[by conveying him to the nearest medical practitioner or hospital, and it shall be the duty of every reg...",6,Special Provisions,"accident, driver, duty, explanation, person, injury, case",1670
134A,Protection of Good Samaritans,"1[134A. Protection of Good Samaritans. --(1) A Good Samaritan shall not be liable for any civil or criminal action for any injury to or death of the victim of an accident involving a motor vehicle, where such injury or death resulted from the Good Samaritan’s negligence in acting or failing to act while rendering emergency medical or non-medical care or assistance. (2) The Central Government may by rules provide for the procedure for questioning or examination of the Good Samaritan, disclosure o...",6,Special Provisions,"good, good samaritans, central government, protection, samaritans, samaritan, good samaritan",887
135,"Schemes to be framed for the investigation of accident cases and wayside amenities, etc","(1) The State Government may, by notification in the Official Gazette, make one or more schemes to provide for-- (a) an in depth study on causes and analysis of motor vehicle accidents; (b) wayside amenities on highways; (c) traffic aid posts on highways; 1*** (d) truck parking complexes along 2[highways; and]. 3[(e) any other amenities in the interests of the safety and the convenience of the public.] (2) Every scheme made under this section by any State Government shall be laid, as soon as may...",6,Special Provisions,"accident, official gazette, every, amenities, state legislature, investigation, schemes, state government, framed, cases",726
136,Inspection of vehicle involved in accident,"When any accident occurs in which a motor vehicle is involved, any person authorised in this behalf by the State Government may, on production if so required of his authority, inspect the vehicle and for that purpose may enter at any reasonable time any premises where the vehicle may be, and may remove the vehicle for examination: Provided that the place to which the vehicle is so removed shall be intimated to the owner of the vehicle and the vehicle shall be returned 1[after completion of the f...",6,Special Provisions,"accident, provided, involved, state government, inspection, vehicle",597
136A,Electronic monitoring and enforcement of road safety,"1[136A. Electronic monitoring and enforcement of road safety. --(1) The State Government shall ensure electronic monitoring and enforcement of road safety in the manner provided under sub-section (2) on national highways, state highways, roads or in any urban city within a State which has a population up to such limits as may be prescribed by the Central Government. (2) The Central Government shall make rules for the electronic monitoring and enforcement of road safety including speed cameras, c...",6,Special Provisions,"body, road, central government, wearable, state, monitoring, safety, state government, enforcement, electronic",801
137,Power of Central Government to make rules,"The Central Government may make rules to provide for all or any of the following matters, namely:-- (a) the occasions on which signals shall be made by drivers of motor vehicles and such signals under section 121; 1[(aa) providing for the standards of protective headgear and measures for the safety of children below the age of four years riding under section 129;] (b) the manner in which the licences and certificates may be produced to the police officer under section 130. 1[(c) providing for li...",6,Special Provisions,"central government, central, rules, state governments, power, make, government",682
138,Power of State Government to make rules,"(1) The State Government may make rules for the purpose of carrying into effect the provisions of this Chapter other than the matters specified in section 137. 1[(1A) The State Government may, in the interest of road safety, make rules for the purposes of regulating the activities and access of non-mechanically propelled vehicles and pedestrians to public places and national highways: Provided that in the case of national highways, such rules shall be framed in consultation with the National Hig...",6,Special Provisions,"provided, national highways authority, state, rules, state government, chapter, power, make, government",1715
139,Power of Central Government to make rules,"(1) The Central Government may, by notification in the Official Gazette, make rules for all or any of the following purposes, namely:-- (a) the grant and authentication of travelling passes, certificates or authorisations to persons temporarily taking motor vehicles out of India to any place outside India or to persons temporarily proceeding out of India to any place outside India and desiring to drive a motor vehicle during their absence from India; (b) prescribing the conditions subject to whi...",6,Special Provisions,"official gazette, central government, india, central, rules, power, make, government",3427
140,Omitted,"[Liability to pay compensation in certain cases on the principle of no fault.]--Omitted by s. 50, ibid, (w.e.f. 1-9-2019).]",6,Special Provisions,"omitted, liability",123
141,Omitted,"[Provisions as to other right to claim compensation for death or permanent disablement.]-- Omitted by s. 50, ibid, (w.e.f. 1-9-2019).]",6,Special Provisions,"omitted, provisions",134
142,Omitted,"[Permanent disablement.]-- Omitted by s. 50, ibid. (w.e.f. 1-9-2019).]",6,Special Provisions,"permanent, omitted",70
143,Omitted,"[Applicability of Chapter to certain claims under Act 8 of 1923.]-- Omitted by s. 50, ibid. (w.e.f. 1-9-2019).]",6,Special Provisions,"chapter, omitted, applicability",111
144,Omitted,"[Overriding effect.]-- Omitted by s. 50, ibid. (w.e.f. 1-9-2019).]",6,Special Provisions,"overriding, omitted",66
145,Definitions,"1[Definitions.--In this Chapter,-- (a) ""authorised insurer"" means an insurer for the time being carrying on general insurance business in India and granted a certificate of registration by the Insurance Regulatory and Development Authority of India established under section 3 of the Insurance Regulatory and Development Authority Act, 1999 (41 of 1999) and any Government insurance fund authorised to do general insurance business under the General Insurance Business (Nationalisation) Act, 1972 (57...",6,Special Provisions,"accident, party, hurt, reciprocating, insurance regulatory, certificate, india, insurance, insurer, chapter",1952
146,Necessity for insurance against third party risk,"1[146. Necessity for insurance against third party risks. --(1) No person shall use, except as a passenger, or cause or allow any other person to use, a motor vehicle in a public place, unless there is in force, in relation to the use of the vehicle by that person or that other person, as the case may be, a policy of insurance complying with the requirements of this Chapter: Provided that in the case of a vehicle carrying, or meant to carry, dangerous or hazardous goods, there shall also be a po...",6,Special Provisions,"party, third, provided, public liability insurance act, insurance, risk, appropriate, government, against, chapter",2310
147,Requirements of policies and limits of liability,"1[Requirement of policies and limits of liability. -- (1) In order to comply with the requirements of this Chapter, a policy of insurance must be a policy which-- (a) is issued by a person who is an authorised insurer; and (b) insures the person or classes of persons specified in the policy to the extent specified in sub-section (2)-- (i) against any liability which may be incurred by him in respect of the death of or bodily injury to any person including owner of the goods or his authorised rep...",6,Special Provisions,"liability, central government, limits, notwithstanding, policies, chapter, explanation, requirement, requirements",3278
148,Validity of policies of insurance issued in reciprocating countries,"1[ Validity of policies of insurance issued in reciprocating countries. -- Where, in pursuance of an arrangement between India and any reciprocating country, the motor vehicle registered in the reciprocating country operates on any route or within any area common to the two countries and there is in force in relation to the use of the vehicle in the reciprocating country, a policy of insurance complying with the requirements of the law of insurance for the time being in force in that country, th...",6,Special Provisions,"validity, india, reciprocating, insurance, policies, chapter, countries, issued",823
149,Settlement by insurance company and procedure therefor,"1[Settlement by insurance company and procedure therefor. -- (1) The insurance company shall, upon receiving information of the accident, either from claimant or through accident information report or otherwise, designate an officer to settle the claims relating to such accident. (2) An officer designated by the insurance company for processing the settlement of claim of compensation may make an offer to the claimant for settlement before the Claims Tribunal giving such details, within thirty da...",6,Special Provisions,"claims tribunal, settlement, company, central government, therefor, procedure, insurance",1075
150,Duty of insurers to satisfy judgments and awards against persons insured in respect of third party risks,"1[Duty of insurers to satisfy judgments and awards against persons insured in respect of third party risks. -- (1) If, after a certificate of insurance has been issued under sub-section (3) of section 147 in favour of the person by whom a policy has been effected, judgment or award in respect of any such liability as is required to be covered by a policy under clause (b) of sub-section (1) of section 147 (being a liability covered by the terms of the policy) or under the provisions of section 16...",6,Special Provisions,"party, respect, tribunal, covered, insurance act, claims, material, insurers, risks, insured",6149
151,Rights of third party against insurers on insolvency of insured,"1[Rights of third party against insurers on insolvency of insured. ] --(1) Where under any contract of insurance affected in accordance with the provisions of this Chapter, a person is insured against liabilities which he may incur to third party, then-- (a) in the event of the person becoming insolvent or making a composition or arrangement with his creditors; or (b) where the insured person is a company, in the event of a winding-up order being made or a resolution for a voluntary winding-up b...",7,Construction and Maintenance,"party, third, insured, against, chapter, insolvency, insurers, rights",2809
152,Duty to give information as to insurance,"1[Duty to give information as to insurance. --(1) No person against whom a claim is made in respect of any liability referred to in clause (b) of sub-section (1) of section 147 shall, on demand by or on behalf of the person making the claim, refuse to state whether or not he was insured in respect of that liability by any policy issued under the provisions of this Chapter, or would have been so insured if the insurer had not avoided or cancelled the policy, nor shall he refuse, if he was or woul...",7,Construction and Maintenance,"insurance, duty, information, chapter, give",2884
153,Settlement between insurers and insured persons,1[Settlement between insurers and insured persons. --- (1) No settlement made by an insurer in respect of any claim which might be made by a third party in respect of any liability of the nature referred to in clause (b) of sub-section (1) of section 147 shall be valid unless such third party is a party to the settlement. (2) The Claims Tribunal shall ensure that the settlement is bona fide and was not made under undue influence and the compensation is made in accordance with the payment schedul...,7,Construction and Maintenance,"claims tribunal, settlement, between, insured, persons, chapter, insurers",1362
154,"Saving in respect of sections 151, 152 and 153","1[Saving in respect of sections 151, 152 and 153. -- (1) For the purposes of sections 151, 152 and 153, a reference to ""liabilities to third parties"" in relation to a person insured under any policy of insurance shall not include a reference to any liability of that person in the capacity of insurer under some other policy of insurance. (2) The provisions of sections 151, 152 and 153 shall not apply where a company is wound-up voluntarily merely for the purposes of reconstruction or of an amalga...",7,Construction and Maintenance,"respect, third, liabilities, parties, saving, sections",528
155,Effect of death on certain causes of action,"1[Effect of death on certain causes of action. --Notwithstanding anything contained in section 306 of the Indian Succession Act, 1925, (39 of 1925) the death of a person in whose favour a certificate of insurance had been issued, if it occurs after the happening of an event which has given rise to a claim under the provisions of this Chapter, shall not be a bar to the survival of any cause of action arising out of such event against his estate or against the insurer.]",7,Construction and Maintenance,"indian succession act, certain, causes, action, notwithstanding, death, chapter, effect",472
156,Effect of certificate of insurance,"1[Effect of certificate of insurance. -- When an insurer has issued a certificate of insurance in respect of a contract of insurance between the insurer and the insured person, then-- (a) if and so long as the policy described in the certificate has not been issued by the insurer to the insured, the insurer shall, as between himself and any other person except the insured, be deemed to have issued to the insured person a policy of insurance conforming in all respects with the description and par...",7,Construction and Maintenance,"certificate, effect, insurance",1046
157,Transfer of certificate of insurance,"1[Transfer of certificate of insurance. -- (1) Where a person, in whose favour the certificate of insurance has been issued in accordance with the provisions of this Chapter, transfers to another person the ownership of the motor vehicle in respect of which such insurance was taken together with the policy of insurance relating thereto, the certificate of insurance and the policy described in the certificate shall be deemed to have been transferred in favour of the person to whom the motor vehic...",7,Construction and Maintenance,"certificate, transfer, insurance, chapter, explanation",1168
158,"Production of certain certificates, licence and permit in certain cases","[Production of certain certificates, licence and permit in certain cases. --(1) Any person driving a motor vehicle in any public place shall, on being so required by a police officer in uniform authorised in this behalf by the State Government, produce. (a) the certificate of insurance; (b) the certificate of registration; (c) the pollution under control certificate; (d) the driving licence; (e) in the case of a transport vehicle, also the certificate of fitness referred to in section 56, and th...",7,Construction and Maintenance,"produce, certificate, provided, permit, certain, licence, insurance, cases, state government, production",2550
159,Information to be given regarding accident,"1[Information to be given regarding accident.-- The police officer shall, during the investigation, prepare an accident information report to facilitate the settlement of claim in such form and manner, within three months and containing such particulars and submit the same to the Claims Tribunal and such other agency as may be prescribed.]",7,Construction and Maintenance,"accident, claims tribunal, regarding, information, given",341
160,Duty to furnish particulars of vehicle involved in accident,"1[Duty to furnish particulars of vehicle involved in accident. --A registering authority or the officer-in-charge of a police station shall, if so required by a person who alleges that he is entitled to claim compensation in respect of an accident arising out of the use of a motor vehicle, or if so required by an insurer against whom a claim has been made in respect of any motor vehicle, furnish to that person or to that insurer, as the case may be, on payment of the prescribed fee, any informat...",7,Construction and Maintenance,"accident, central government, duty, furnish, involved, particulars, vehicle",866
161,Special provisions as to compensation in case of hit and run motor accident,"1[Special provisions as to compensation in case of hit and run motor accident. -- (1) Notwithstanding anything contained in any other law for the time being in force or any instrument having the force of law, the Central Government shall provide for paying in accordance with the provisions of this Act and the scheme made under sub-section (3), compensation in respect of the death of, or grievous hurt to, persons resulting from hit and run motor accidents. (2) Subject to the provisions of this Ac...",7,Construction and Maintenance,"accident, subject, central government, notwithstanding, provisions, special, motor, compensation, case",2247
162,Scheme for golden hour,"1[Scheme for golden hour. -- (1) Notwithstanding anything contained in the General Insurance Companies (Nationalisation) Act, 1972 (57 of 1972) or any other law for the time being in force or any instrument having the force of law, the insurance companies for the time being carrying on general insurance business in India shall provide in accordance with the provisions of this Act and the schemes made under this Act for treatment of road accident victims, including during the golden hour. (2) The...",7,Construction and Maintenance,"scheme, nationalisation, golden, notwithstanding, india, general insurance companies, hour",698
163,Refund in certain cases of compensation paid under section 161,"1[Refund in certain cases of compensation paid under section 161. -- (1) The payment of compensation in respect of the death of, or grievous hurt to, any person under section 161 shall be subject to the condition that if any compensation (hereafter in this sub-section referred to as the other compensation) or other amount in lieu of or by way of satisfaction of a claim for compensation is awarded or paid in respect of such death or grievous hurt under any other provision of this Act or any other...",7,Construction and Maintenance,"claims tribunal, under, before, certain, tribunal, section, paid, compensation, explanation, refund",2014
164,"Payment of compensation in case of death or grevious hurt, etc","1[Payment of compensation in case of death or grevious hurt, etc. -- (1) Notwithstanding anything contained in this Act or in any other law for the time being in force or instrument having the force of law, the owner of the motor vehicle or the authorised insurer shall be liable to pay in the case of death or grievous hurt due to any accident arising out of the use of motor vehicle, a compensation, of a sum of five lakh rupees in case of death or of two and a half lakh rupees in case of grievous...",7,Construction and Maintenance,"payment, hurt, notwithstanding, grevious, death, compensation, case",1169
164A,Scheme for interim relief for claimants,"1[164A. Scheme for interim relief for claimants. -- (1) The Central Government, may make schemes for the provision of interim relief to claimants praying for compensation under this Chapter. (2) A scheme made under sub-section (1) shall also provide for procedure to recover funds disbursed under such scheme from the owner of the motor vehicle, where the claim arises out of the use of such motor vehicle or other sources as may be prescribed by the Central Government].",7,Construction and Maintenance,"scheme, interim, central government, relief, chapter, claimants",471
164B,Motor Vehicle Accident Fund,"1[164B. Motor Vehicle Accident Fund. -- (1) The Central Government shall constitute a Fund to be called the Motor Vehicle Accident Fund and thereto shall be credited-- (a) payment of a nature notified and approved by the Central Government; (b) any grant or loan made to the Fund by the Central Government; (c) the balance of the Fund created under scheme framed under section 163, as it stood immediately before the commencement of the Motor Vehicles (Amendment) Act, 2019; and (d) any other source ...",7,Construction and Maintenance,"accident, fund, central government, motor vehicle accident fund, motor, vehicle",3448
164C,Power of Central Government to make rules,"1[164C. Power of Central Government to make rules. -- (1) The Central Government may make rules for the purposes of carrying into effect, the provisions of this Chapter. (2) Without prejudice to the generality of the foregoing power, such rules may provide for-- (a) the forms to be used for the purposes of this Chapter including,-- (i) the form of the insurance policy and the particulars it shall contain as referred to in sub-section (3) of section 147; (ii) the form for making changes in regard...",7,Construction and Maintenance,"without, central government, central, rules, chapter, power, make, government",3710
164D,Power of State Government to make rules,"1[164D. Power of State Government to make rules. -- (1) The State Government may make rules for the purposes of carrying into effect, the provisions of this Chapter other than the matters specified in section 164C. (2) Without prejudice to the generality of the foregoing power, such rules may provide for-- (a) the other authority under sub-section (5) of section 147; and (b) any other matter which is to be, or may be, prescribed, or in respect of which provision is to be made by rules.]",7,Construction and Maintenance,"without, state, rules, state government, chapter, power, make, government",491
165,Claims Tribunals,"(1) A State Government may, by notification in the Official Gazette, constitute one or more Motor Accidents Claims Tribunals (hereafter in this Chapter referred to as Claims Tribunal) for such area as may be specified in the notification for the purpose of adjudicating upon claims for compensation in respect of accidents involving the death of, or bodily injury to, persons arising out of the use of motor vehicles, or damages to any property of a third party so arising, or both. Explanation.--For...",7,Construction and Maintenance,"official gazette, claims tribunal, respect, motor accidents claims tribunals, chapter, compensation, state government, tribunals, claims",1424
166,Application for compensation,"(1) An application for compensation arising out of an accident of the nature specified in sub-section (1) of section 165 may be made-- (a) by the person who has sustained the injury; or (b) by the owner of the property; or (c) where death has resulted from the accident, by all or any of the legal representatives of the deceased; or (d) by any agent duly authorised by the person injured or all or any of the legal representatives of the deceased, as the case may be: Provided that where all the leg...",7,Construction and Maintenance,"claims tribunal, every, provided, application, compensation",2101
167,Option regarding claims for compensation in certain cases,"Notwithstanding anything contained in the Workmen's Compensation Act, 1923 (8 of 1923), where the death of, or bodily injury to, any person gives rise to a claim for compensation under this Act and also under the Workmen's Compensation Act, 1923, the person entitled to compensation may without prejudice to the provisions of Chapter X claim such compensation under either of those Acts but not under both.",7,Construction and Maintenance,"regarding, certain, notwithstanding, cases, compensation act, compensation, workmen, option, claims",406
168,Award of the Claims Tribunal,"(1) On receipt of an application for compensation made under section 166, the Claims Tribunal shall, after giving notice of the application to the insurer and after giving the parties (including the insurer) an opportunity of being heard, hold an inquiry into the claim or, as the case may be, each of the claims and, subject to the provisions of 1[section 163] may make an award determining the amount of compensation which appears to it to be just and specifying the person or persons to whom compe...",7,Construction and Maintenance,"claims tribunal, tribunal, award, claims",1209
169,Procedure and powers of Claims Tribunals,"(1) In holding any inquiry under section 168, the Claims Tribunal may, subject to any rules that may be made in this behalf, follow such summary procedure as it thinks fit. (2) The Claims Tribunal shall have all the powers of a Civil Court for the purpose of taking evidence on oath and of enforcing the attendance of witnesses and of compelling the discovery and production of documents and material objects and for such other purposes as may be prescribed; and the Claims Tribunal shall be deemed t...",7,Construction and Maintenance,"claims tribunal, procedure, civil court, powers, tribunals, claims",1186
170,Impleading insurer in certain cases,"Where in the course of any inquiry, the Claims Tribunal is satisfied that-- (a) there is collusion between the person making the claim and the person against whom the claim is made, or (b) the person against whom the claim is made has failed to contest the claim, it may, for reasons to be recorded in writing, direct that the insurer who may be liable in respect of such claim, shall be impleaded as a party to the proceeding and the insurer so impleaded shall thereupon have, without prejudice to t...",7,Construction and Maintenance,"claims tribunal, impleading, certain, insurer, cases",692
171,Award of interest where any claim is allowed,"Where any Claims Tribunal allows a claim for compensation made under this Act, such Tribunal may direct that in addition to the amount of compensation simple interest shall also be paid at such rate and from such date not earlier than the date of making the claim as it may specify in this behalf.",7,Construction and Maintenance,"claims tribunal, tribunal, interest, award, claim, allowed",297
172,Award of compensatory costs in certain cases,"(1) Any Claims Tribunal adjudicating upon any claim for compensation under this Act, may in any case where it is satisfied for reasons to be recorded by it in writing that-- (a) the policy of insurance is void on the ground that it was obtained by representation of fact which was false in any material particular, or (b) any party or insurer has put forward a false or vexatious claim or defence, such Tribunal may make an order for the payment, by the party who is guilty of mis-representation or b...",7,Construction and Maintenance,"claims tribunal, compensatory, certain, tribunal, award, cases, costs",1323
173,Appeals,"(1) Subject to the provisions of sub-section (2), any person aggrieved by an award of a Claims Tribunal may, within ninety days from the date of the award, prefer an appeal to the High Court: Provided that no appeal by the person who is required to pay any amount in terms of such award shall be entertained by the High Court unless he has deposited with it twenty-five thousand rupees or fifty per cent. of the amount so awarded, whichever is less, in the manner directed by the High Court: Provided...",7,Construction and Maintenance,"claims tribunal, subject, provided, high court, appeals",848
174,Recovery of money from insurer as arrear of land revenue,"Where any amount is due from any person under an award, the Claims Tribunal may, on an application made to it by the person entitled to the amount, issue a certificate for the amount to the Collector and the Collector shall proceed to recover the same in the same manner as an arrear of land revenue.",7,Construction and Maintenance,"claims tribunal, arrear, insurer, recovery, money, collector, land, revenue",300
175,Bar on jurisdiction of Civil Courts,"Where any Claims Tribunal has been constituted for any area, no Civil Court shall have jurisdiction to entertain any question relating to any claim for compensation which may be adjudicated upon by the Claims Tribunal for that area, and no injunction in respect of any action taken or to be taken by or before the Claims Tribunal in respect of the claim for compensation shall be granted by the Civil Court.",7,Construction and Maintenance,"claims tribunal, courts, civil, jurisdiction, civil court",407
176,Power of State Government to make rules,"A State Government may make rules for the purpose of carrying into effect the provisions of sections 165 to 174, and in particular, such rules may provide for all or any of the following matters, namely:-- (a) the form of application for claims for compensation and the particulars it may contain, and the fees, if any, to be paid in respect of such applications; (b) the procedure to be followed by a Claims Tribunal in holding an inquiry under this Chapter; (c) the powers vested in a Civil Court w...",7,Construction and Maintenance,"claims tribunal, state, rules, civil court, state government, chapter, power, make, government",752
177,General provision for punishment of offences,"Whoever contravenes any provision of this Act or of any rule, regulation or notification made thereunder shall, if no penalty is provided for the offence be punishable for the first offence with fine which may extend to one hundred rupees, and for any second or subsequent offence with fine which may extend to three hundred rupees.",7,Construction and Maintenance,"whoever, provision, punishment, offences, general",332
177A,Penalty for contravention of regulations under section 118,"1[177A. Penalty for contravention of regulations under section 118.--Whoever contravenes the regulations made under section 118, shall be punishable with fine which shall not be less than five hundred rupees, but may extend to one thousand rupees.]",7,Construction and Maintenance,"whoever, penalty, under, regulations, section, contravention",248
178,"Penalty for travelling without pass or ticket and for dereliction of duty on the part of conductor and refusal to ply contract carriage, etc","(1) Whoever travels in a stage carriage without having a proper pass or ticket with him or being in or having alighted from a stage carriage fails or refuses to present for examination or to deliver up his pass or ticket immediately on a requisition being made therefor, shall be punishable with fine which may extend to five hundred rupees. Explanation.--In this section, ""pass"" and ""ticket"" have the meanings respectively assigned to them in section 124. (2) If the conductor of a stage carriage, o...",7,Construction and Maintenance,"travelling, conductor, explanation, ticket, contract, duty, refusal, dereliction, carriage, penalty",1531
179,"Disobedience of orders, obstruction and refusal of information","(1) Whoever wilfully disobeys any direction lawfully given by any person or authority empowered under this Act to give such direction, or obstructs any person or authority in the discharge of any functions which such person or authority is required or empowered under this Act to discharge, shall, if no other penalty is provided for the offence be punishable with fine which may extend to 1[two thousand rupees]. (2) Whoever, being required by or under this Act to supply any information, wilfully w...",7,Construction and Maintenance,"orders, whoever, obstruction, disobedience, information, refusal",815
180,Allowing unauthorised persons to drive vehicles,"Whenever, being the owner or person in charge of a motor vehicle, causes, or permits, any other person who does not satisfy the provisions of section 3 or section 4 to drive the vehicle shall be punishable with imprisonment for a term which may extend to three months, or with fine 1[of five thousand rupees], or with both.",7,Construction and Maintenance,"allowing, drive, unauthorised, vehicles, persons, whenever",323
181,Driving vehicles in contravention of section 3 or section 4,"Whoever, drives a motor vehicle in contravention of section 3 or section 4 shall be punishable with imprisonment for a term which may extend to three months, or with fine 1[of five thousand rupees], or with both.",8,Motor Vehicle Testing,"driving, whoever, section, vehicles, contravention",212
182,Offences relating to licences,"(1) Whoever, being disqualified under this Act for holding or obtaining a driving licence drives a motor vehicle in a public place or in any other place, or applies for or obtains a driving licence or, not being entitled to have a driving licence issued to him free of endorsement, applies for or obtains a driving licence without disclosing the endorsement made on a driving licence previously held by him shall be punishable with imprisonment for a term which may extend to three months, or with fi...",8,Motor Vehicle Testing,"whoever, offences, relating, licences",1253
182A,"Punishment for offences relating to construction, maintenance, sale and alteration of motor vehicles and components","1[182A. Punishment for offences relating to construction, maintenance, sale and alteration of motor vehicles and components.-- (1) Whoever, being a manufacturer, importer or dealer of motor vehicles, sells or delivers or alters or offers to sell or deliver or alter, a motor vehicle that is in contravention of the provisions of Chapter VII or the rules and regulations made thereunder, shall be punishable with imprisonment for a term which may extend to one year, or with fine of one lakh rupees pe...",8,Motor Vehicle Testing,"whoever, punishment, provided, sale, vehicles, alteration, offences, motor, construction, maintenance",1976
182B,Punishment for contravention of section 62A,"1[182B. Punishment for contravention of section 62A.--Whoever contravenes the provisions of section 62A, shall be punishable with fine which shall not be less than five thousand rupees, but may extend to ten thousand rupees.]",8,Motor Vehicle Testing,"whoever, punishment, section, contravention",225
183,"Driving at excessive speed, etc","(1) Whoever, drives 1[or causes any person who is employed by him or subjects someone under his control to drive] a motor vehicle in contravention of the speed limits referred to in section 112 shall be punishable 2[in the following manner, namely:-- (i) where such motor vehicle is a light motor vehicle with fine which shall not be less than one thousand rupees but may extend to two thousand rupees; (ii) where such motor vehicle is a medium goods vehicle or a medium passenger vehicle or a heavy ...",8,Motor Vehicle Testing,"driving, whoever, court, speed, excessive",1734
184,Driving dangerously,"Whoever, drives a motor vehicle at a speed or in a manner which is dangerous to the public 1[or which causes a sense of alarm or distress to the occupants of the vehicle,other road users, and persons near roads,] having regard to all the circumstances of case including the nature, condition and use of the place where the vehicle is driven and the amount of traffic which actually is at the time or which might reasonably be expected to be in the place, shall be punishable for the first offence wit...",8,Motor Vehicle Testing,"explanation, driving, dangerously, whoever",1523
185,Driving by a drunken person or by a person under the influence of drugs,"Whoever, while driving, or attempting to drive, a motor vehicle,-- 1[(a) has, in his blood, alcohol exceeding 30 mg. per 100 ml. of blood detected in a test by a breath analyser, 2[or in any other test including a laboratory test,] or] (b) is under the influence of a drug to such an extent as to be incapable of exercising proper control over the vehicle. shall be punishable for the first offence with imprisonment for a term which may extend to six months, or with fine 3[of ten thousand rupees], ...",8,Motor Vehicle Testing,"driving, whoever, narcotic drugs, under, central government, drunken, psychotropic substances act, influence, person, drugs",1140
186,Driving when mentally or phycically unfit to drive,"Whoever drives a motor vehicle in any public place when he is to his knowledge suffering from any disease or disability calculated to cause his driving of the vehicle to be a source of danger to the public, shall be punishable for the first offence with fine which may extend to 1[one thousand rupees] and for a second or subsequent offence with fine which may extend to 2[two thousand rupees].",8,Motor Vehicle Testing,"driving, whoever, drive, unfit, mentally, phycically",394
187,Punishment for offences relating to accident,"Whoever fails to comply with the provisions of clause 1[(a)] of sub-section (1) of section 132 or section 133 or section 134 shall be punishable with imprisonment for a term which may extend to 2[six months], or with fine 3[of five thousand rupees], or with both or, if having been previously convicted of an offence under this section, he is again convicted of an offence under this section, with imprisonment for a term which may extend to 4[one year], or with fine 5[of ten thousand rupees], or wi...",8,Motor Vehicle Testing,"accident, whoever, punishment, offences, relating",508
188,Punishment for abetment of certain offences,"Whoever abets the commission of an offence under section 184, section 185 or section 186 shall be punishable with the punishment provided for the offence.",8,Motor Vehicle Testing,"whoever, punishment, certain, abetment, offences",154
189,Racing and trials of speed,"Whoever without the written consent of the State Government permits or takes part in a race or trial of speed of any kind between motor vehicles in any public place shall be punishable with imprisonment for a term which may extend to 1[three months], or with fine 2[of five thousand rupees], or with both 3[and for a subsequent offence shall be punishable with imprisonment for a term which may extend to one year, or with fine of ten thousand rupees; or with both.]",8,Motor Vehicle Testing,"whoever, racing, speed, trials, state government",466
190,Using vehicle in unsafe condition,"(1) Any person who drives or causes or allows to be driven in any public place a motor vehicle or trailer while the vehicle or trailer has any defect, which such person knows of or could have discovered by the exercise of ordinary care and which is calculated to render the driving of the vehicle a source of danger to persons and vehicles using such place, shall be punishable with fine 1[of one thousand five hundred rupees] or, if as a result of such defect an accident is caused causing bodily in...",8,Motor Vehicle Testing,"condition, unsafe, using, vehicle",2114
191,Omitted,"[191. Sale of vehicle in or alteration of vehicle to condition contravening this Act.]--Omitted by Act The Motor Vehicles (Amendment) Act, 2019 (32 of 2019), s. 73 (w.e.f. 1-9-2019).",8,Motor Vehicle Testing,"omitted, motor vehicles, sale, amendment",182
192,Using vehicle without registration,1[192. Using vehicle without registration.--(1) Whoever drives a motor vehicle or causes or allows a motor vehicle to be used in contravention of the provisions of section 39 shall be punishable for the first offence with a fine which may extend to five thousand rupees but shall not be less than two thousand rupees for a second or subsequent offence with imprisonment which may extend to one year or with fine which may extend to ten thousand rupees but shall not be less than five thousand rupees ...,8,Motor Vehicle Testing,"whoever, without, provided, registration, using, nothing, vehicle",1527
